Feature_ID	Taxonomy
NC_026236.1	d__Metazoa;p__Chordata;c__Actinopteri;o__Euteleosteomorpha;f__Polynemidae;g__Polynemus;s__paradiseus
NC_026237.1	d__Metazoa;p__Chordata;c__Actinopteri;o__Acropomatiformes;f__Pempheridae;g__Pempheris;s__schwenkii
NC_026284.1	d__Metazoa;p__Chordata;c__Actinopteri;o__Pleuronectiformes;f__Rhombosoleidae;g__Pelotretis;s__flavilatus
NC_026294.1	d__Metazoa;p__Chordata;c__Actinopteri;o__Cypriniformes;f__Cyprinidae;g__Schizothorax;s__lantsangensis
NC_026303.1	d__Metazoa;p__Chordata;c__Actinopteri;o__Euteleosteomorpha;f__Pomacanthidae;g__Pomacanthus;s__xanthometopon
NC_026304.1	d__Metazoa;p__Chordata;c__Actinopteri;o__Euteleosteomorpha;f__Pomacanthidae;g__Pomacanthus;s__imperator
NC_026308.1	d__Metazoa;p__Chordata;c__Lepidosauria;o__Squamata;f__Phrynosomatidae;g__Urosaurus;s__nigricauda
NC_026442.1	d__Metazoa;p__Chordata;c__Mammalia;o__Rodentia;f__Sciuridae;g__Dremomys;s__rufigenis
NC_026443.1	d__Metazoa;p__Chordata;c__Mammalia;o__Rodentia;f__Sciuridae;g__Hylopetes;s__phayrei
NC_026451.1	d__Metazoa;p__Chordata;c__Actinopteri;o__Euteleosteomorpha;f__Pomacanthidae;g__Centropyge;s__interrupta
NC_026453.1	d__Metazoa;p__Chordata;c__Actinopteri;o__Euteleosteomorpha;f__Pomacanthidae;g__Holacanthus;s__clarionensis
NC_026454.1	d__Metazoa;p__Chordata;c__Lepidosauria;o__Squamata;f__Agamidae;g__Phrynocephalus;s__forsythii
NC_026455.1	d__Metazoa;p__Chordata;c__Actinopteri;o__Osmeriformes;f__Salangidae;g__Neosalanx;s__tangkahkeii
NC_026456.1	d__Metazoa;p__Chordata;c__Mammalia;o__Artiodactyla;f__Phocoenidae;g__Neophocaena;s__asiaeorientalis
NC_026458.1	d__Metazoa;p__Chordata;c__Actinopteri;o__Cypriniformes;f__Xenocyprididae;g__Megalobrama;s__pellegrini
NC_026459.1	d__Metazoa;p__Chordata;c__Aves;o__Columbiformes;f__Columbidae;g__Spilopelia;s__chinensis
NC_026460.1	d__Metazoa;p__Chordata;c__Mammalia;o__Chiroptera;f__Rhinolophidae;g__Rhinolophus;s__macrotis
NC_026461.1	d__Metazoa;p__Chordata;c__Aves;o__Passeriformes;f__Corvidae;g__Corvus;s__brachyrhynchos
NC_026464.1	d__Metazoa;p__Chordata;c__Actinopteri;o__Perciformes;f__Serranidae;g__Epinephelus;s__coioides x Epinephelus lanceolatus
NC_026465.1	d__Metazoa;p__Chordata;c__Mammalia;o__Chiroptera;f__Pteropodidae;g__Cynopterus;s__brachyotis
NC_026519.1	d__Metazoa;p__Chordata;c__Actinopteri;o__Gobiiformes;f__Gobiidae;g__Mugilogobius;s__chulae
NC_026520.1	d__Metazoa;p__Chordata;c__Actinopteri;o__Euteleosteomorpha;f__Pomacanthidae;g__Apolemichthys;s__kingi
NC_026521.1	d__Metazoa;p__Chordata;c__Actinopteri;o__Euteleosteomorpha;f__Pomacanthidae;g__Chaetodontoplus;s__mesoleucus
NC_026524.1	d__Metazoa;p__Chordata;c__Amphibia;o__Anura;f__Hylidae;g__Hyla;s__tsinlingensis
NC_026526.1	d__Metazoa;p__Chordata;c__Actinopteri;o__Siluriformes;f__Pimelodidae;g__Pseudoplatystoma;s__magdaleniatum
NC_026528.1	d__Metazoa;p__Chordata;c__Actinopteri;o__Cypriniformes;f__Catostomidae;g__Ictiobus;s__cyprinellus
NC_026535.1	d__Metazoa;p__Chordata;c__Actinopteri;o__Cichliformes;f__Cichlidae;g__Pterophyllum;s__scalare
NC_026537.1	d__Metazoa;p__Chordata;c__Actinopteri;o__Salmoniformes;f__Salmonidae;g__Oncorhynchus;s__mykiss x Salmo salar
NC_026542.1	d__Metazoa;p__Chordata;c__Mammalia;o__Chiroptera;f__Pteropodidae;g__Pteropus;s__vampyrus
NC_026543.1	d__Metazoa;p__Chordata;c__Actinopteri;o__Cypriniformes;f__Cyprinoidei;g__Cyprinus;s__carpio 'Furong' x Carassius auratus red var.
NC_026544.1	d__Metazoa;p__Chordata;c__Actinopteri;o__Siluriformes;f__Bagridae;g__Tachysurus;s__fulvidraco x Tachysurus vachelli
NC_026545.1	d__Metazoa;p__Chordata;c__Actinopteri;o__Euteleosteomorpha;f__Pomacanthidae;g__Pygoplites;s__diacanthus
NC_026547.1	d__Metazoa;p__Chordata;c__Aves;o__Galliformes;f__Phasianidae;g__Crossoptilon;s__harmani
NC_026549.1	d__Metazoa;p__Chordata;c__Actinopteri;o__Cypriniformes;f__Cyprinidae;g__Onychostoma;s__gerlachi
NC_026553.1	d__Metazoa;p__Chordata;c__Lepidosauria;o__Squamata;f__Viperidae;g__Gloydius;s__ussuriensis
NC_026559.1	d__Metazoa;p__Arthropoda;c__Malacostraca;o__Decapoda;f__Parastacidae;g__Cherax;s__tenuimanus
NC_026561.1	d__Metazoa;p__Arthropoda;c__Malacostraca;o__Decapoda;f__Cambaridae;g__Faxonius;s__limosus
NC_026566.1	d__Metazoa;p__Chordata;c__Actinopteri;o__Osmeriformes;f__Osmeridae;g__Hypomesus;s__olidus
NC_026578.1	d__Metazoa;p__Chordata;c__Actinopteri;o__Perciformes;f__Bathydraconidae;g__Parachaenichthys;s__charcoti
NC_026579.1	d__Metazoa;p__Chordata;c__Actinopteri;o__Cyprinodontiformes;f__Poeciliidae;g__Poecilia;s__sphenops
NC_026580.2	d__Metazoa;p__Chordata;c__Actinopteri;o__Anabantiformes;f__Osphronemidae;g__Trichopodus;s__trichopterus
NC_026581.1	d__Metazoa;p__Chordata;c__Actinopteri;o__Anabantiformes;f__Osphronemidae;g__Betta;s__splendens
NC_026689.1	d__Metazoa;p__Chordata;c__Actinopteri;o__Cichliformes;f__Cichlidae;g__Symphysodon;s__discus
NC_026693.1	d__Metazoa;p__Chordata;c__Actinopteri;o__Cypriniformes;f__Xenocyprididae;g__Hemiculterella;s__sauvagei
NC_026698.1	d__Metazoa;p__Chordata;c__Amphibia;o__Caudata;f__Hynobiidae;g__Pseudohynobius;s__jinfo
NC_026701.1	d__Metazoa;p__Chordata;c__Aves;o__Passeriformes;f__Paridae;g__Pardaliparus;s__venustulus
NC_026705.1	d__Metazoa;p__Chordata;c__Mammalia;o__Rodentia;f__Sciuridae;g__Cynomys;s__leucurus
NC_026709.1	d__Metazoa;p__Chordata;c__Actinopteri;o__Synbranchiformes;f__Mastacembelidae;g__Sinobdella;s__sinensis
NC_026712.1	d__Metazoa;p__Chordata;c__Actinopteri;o__Cypriniformes;f__Xenocyprididae;g__Pseudolaubuca;s__sinensis
NC_026714.1	d__Metazoa;p__Chordata;c__Actinopteri;o__Cypriniformes;f__Nemacheilidae;g__Triplophysa;s__strauchii
NC_026715.1	d__Metazoa;p__Chordata;c__Aves;o__Falconiformes;f__Falconidae;g__Falco;s__cherrug
NC_026717.1	d__Metazoa;p__Chordata;c__Actinopteri;o__Siluriformes;f__Auchenipteridae;g__Ageneiosus;s__pardalis
NC_026721.1	d__Metazoa;p__Arthropoda;c__Malacostraca;o__Decapoda;f__Lyreididae;g__Lyreidus;s__brevifrons
NC_026723.1	d__Metazoa;p__Chordata;c__Mammalia;o__Carnivora;f__Canidae;g__Urocyon;s__cinereoargenteus
NC_026725.1	d__Metazoa;p__Chordata;c__Actinopteri;o__Anabantiformes;f__Osphronemidae;g__Trichopodus;s__leerii
NC_026780.1	d__Metazoa;p__Chordata;c__Mammalia;o__Pholidota;f__Manidae;g__Phataginus;s__tricuspis
NC_026783.1	d__Metazoa;p__Chordata;c__Aves;o__Passeriformes;f__Corvidae;g__Corvus;s__hawaiiensis
NC_026789.1	d__Metazoa;p__Chordata;c__Amphibia;o__Anura;f__Dicroglossidae;g__Nanorana;s__parkeri
NC_026793.1	d__Metazoa;p__Chordata;c__Aves;o__Passeriformes;f__Paridae;g__Sylviparus;s__modestus
NC_026794.1	d__Metazoa;p__Chordata;c__Actinopteri;o__Anabantiformes;f__Osphronemidae;g__Trichogaster;s__fasciata
NC_026845.1	d__Metazoa;p__Chordata;c__Actinopteri;o__Siluriformes;f__Pseudopimelodidae;g__Lophiosilurus;s__alexandri
NC_026854.1	d__Metazoa;p__Chordata;c__Amphibia;o__Caudata;f__Hynobiidae;g__Onychodactylus;s__zhaoermii
NC_026867.1	d__Metazoa;p__Chordata;c__Lepidosauria;o__Squamata;f__Lacertidae;g__Zootoca;s__vivipara
NC_026870.1	d__Metazoa;p__Chordata;c__Actinopteri;o__Cypriniformes;f__Cyprinoidei;g__Cyprinus;s__carpio specularis x Carassius cuvieri
NC_026872.1	d__Metazoa;p__Chordata;c__Actinopteri;o__Cypriniformes;f__Acheilognathidae;g__Acheilognathus;s__barbatus
NC_026883.1	d__Metazoa;p__Chordata;c__Actinopteri;o__Euteleosteomorpha;f__Pomacanthidae;g__Chaetodontoplus;s__conspicillatus
NC_026886.1	d__Metazoa;p__Chordata;c__Actinopteri;o__Gobiiformes;f__Eleotridae;g__Oxyeleotris;s__lineolata
NC_026887.1	d__Metazoa;p__Chordata;c__Actinopteri;o__Perciformes;f__Hexagrammidae;g__Ophiodon;s__elongatus
NC_026888.1	d__Metazoa;p__Chordata;c__Actinopteri;o__Perciformes;f__Hexagrammidae;g__Hexagrammos;s__lagocephalus
NC_026889.1	d__Metazoa;p__Chordata;c__Actinopteri;o__Perciformes;f__Anoplopomatidae;g__Erilepis;s__zonifer
NC_026893.1	d__Metazoa;p__Chordata;c__Amphibia;o__Anura;f__Ranidae;g__Pelophylax;s__cypriensis
NC_026894.1	d__Metazoa;p__Chordata;c__Amphibia;o__Anura;f__Ranidae;g__Pelophylax;s__epeiroticus
NC_026895.1	d__Metazoa;p__Chordata;c__Amphibia;o__Anura;f__Ranidae;g__Pelophylax;s__kurtmuelleri
NC_026896.1	d__Metazoa;p__Chordata;c__Amphibia;o__Anura;f__Ranidae;g__Pelophylax;s__shqipericus
NC_026899.1	d__Metazoa;p__Chordata;c__Actinopteri;o__Centrarchiformes;f__Cheilodactylidae;g__Cheilodactylus;s__variegatus
NC_026902.1	d__Metazoa;p__Chordata;c__Actinopteri;o__Gobiiformes;f__Eleotridae;g__Eleotris;s__oxycephala
NC_026904.1	d__Metazoa;p__Chordata;c__Actinopteri;o__Atheriniformes;f__Melanotaeniidae;g__Melanotaenia;s__parkinsoni
NC_026911.1	d__Metazoa;p__Chordata;c__Aves;o__Passeriformes;f__Paridae;g__Poecile;s__palustris
NC_026912.1	d__Metazoa;p__Chordata;c__Actinopteri;o__Clupeiformes;f__Engraulidae;g__Coilia;s__brachygnathus
NC_026915.1	d__Metazoa;p__Chordata;c__Mammalia;o__Rodentia;f__Spalacidae;g__Myospalax;s__aspalax
NC_026918.1	d__Metazoa;p__Chordata;c__Actinopteri;o__Cichliformes;f__Cichlidae;g__Parachromis;s__managuensis
NC_026919.1	d__Metazoa;p__Chordata;c__Actinopteri;o__Euteleosteomorpha;f__Scatophagidae;g__Selenotoca;s__multifasciata
NC_026976.1	d__Metazoa;p__Chordata;c__Mammalia;o__Primates;f__Cercopithecidae;g__Macaca;s__nemestrina
NC_026989.1	d__Metazoa;p__Chordata;c__Actinopteri;o__Perciformes;f__Synanceiidae;g__Synanceia;s__verrucosa
NC_026992.1	d__Metazoa;p__Chordata;c__Mammalia;o__Artiodactyla;f__Suidae;g__Sus;s__barbatus
NC_027001.1	d__Metazoa;p__Chordata;c__Lepidosauria;o__Squamata;f__Colubridae;g__Elaphe;s__anomala
NC_027062.1	d__Metazoa;p__Chordata;c__Actinopteri;o__Gobiiformes;f__Gobiidae;g__Luciogobius;s__pallidus
NC_027069.1	d__Metazoa;p__Chordata;c__Actinopteri;o__Cypriniformes;f__Cyprinidae;g__Bangana;s__tungting
NC_027070.1	d__Metazoa;p__Chordata;c__Actinopteri;o__Tetraodontiformes;f__Monacanthidae;g__Thamnaconus;s__hypargyreus
NC_027072.1	d__Metazoa;p__Chordata;c__Amphibia;o__Anura;f__Leiopelmatidae;g__Leiopelma;s__hochstetteri
NC_027083.1	d__Metazoa;p__Chordata;c__Mammalia;o__Carnivora;f__Felidae;g__Lynx;s__lynx
NC_027088.1	d__Metazoa;p__Chordata;c__Actinopteri;o__Euteleosteomorpha;f__Polynemidae;g__Polydactylus;s__sextarius
NC_027096.1	d__Metazoa;p__Chordata;c__Aves;o__Anseriformes;f__Anatidae;g__Cygnus;s__olor
NC_027097.1	d__Metazoa;p__Chordata;c__Actinopteri;o__Lutjaniformes;f__Haemulidae;g__Plectorhinchus;s__orientalis
NC_027098.1	d__Metazoa;p__Chordata;c__Actinopteri;o__Lutjaniformes;f__Haemulidae;g__Plectorhinchus;s__vittatus
NC_027107.1	d__Metazoa;p__Chordata;c__Actinopteri;o__Siluriformes;f__Siluridae;g__Pterocryptis;s__cochinchinensis
NC_027115.1	d__Metazoa;p__Chordata;c__Mammalia;o__Carnivora;f__Felidae;g__Catopuma;s__temminckii
NC_027116.1	d__Metazoa;p__Arthropoda;c__Malacostraca;o__Decapoda;f__Alvinocarididae;g__Rimicaris;s__exoculata
NC_027160.1	d__Metazoa;p__Chordata;c__Actinopteri;o__Gobiiformes;f__Odontobutidae;g__Odontobutis;s__yaluensis
NC_027162.1	d__Metazoa;p__Chordata;c__Actinopteri;o__Cypriniformes;f__Cyprinidae;g__Schizothorax;s__lissolabiata
NC_027164.1	d__Metazoa;p__Chordata;c__Actinopteri;o__Centrarchiformes;f__Sinipercidae;g__Coreoperca;s__herzi
NC_027166.1	d__Metazoa;p__Chordata;c__Actinopteri;o__Cypriniformes;f__Cobitidae;g__Kichulchoia;s__multifasciata
NC_027167.1	d__Metazoa;p__Chordata;c__Actinopteri;o__Siluriformes;f__Amblycipitidae;g__Liobagrus;s__mediadiposalis
NC_027171.1	d__Metazoa;p__Chordata;c__Actinopteri;o__Centrarchiformes;f__Terapontidae;g__Scortum;s__barcoo
NC_027173.1	d__Metazoa;p__Chordata;c__Aves;o__Passeriformes;f__Corvidae;g__Corvus;s__macrorhynchos
NC_027175.1	d__Metazoa;p__Chordata;c__Actinopteri;o__Cypriniformes;f__Botiidae;g__Ambastaia;s__sidthimunki
NC_027189.1	d__Metazoa;p__Chordata;c__Actinopteri;o__Cypriniformes;f__Nemacheilidae;g__Triplophysa;s__bombifrons
NC_027228.1	d__Metazoa;p__Chordata;c__Actinopteri;o__Centrarchiformes;f__Sinipercidae;g__Siniperca;s__knerii x Siniperca chuatsi
NC_027230.1	d__Metazoa;p__Chordata;c__Aves;o__Passeriformes;f__Petroicidae;g__Eopsaltria;s__georgiana
NC_027233.1	d__Metazoa;p__Chordata;c__Mammalia;o__Artiodactyla;f__Bovidae;g__Bison;s__priscus
NC_027234.1	d__Metazoa;p__Chordata;c__Actinopteri;o__Anguilliformes;f__Muraenidae;g__Enchelynassa;s__canina
NC_027236.1	d__Metazoa;p__Chordata;c__Amphibia;o__Anura;f__Ranidae;g__Lithobates;s__sylvaticus
NC_027237.1	d__Metazoa;p__Chordata;c__Mammalia;o__Chiroptera;f__Vespertilionidae;g__Nyctalus;s__noctula
NC_027238.1	d__Metazoa;p__Chordata;c__Actinopteri;o__Anabantiformes;f__Osphronemidae;g__Trichopodus;s__microlepis
NC_027241.1	d__Metazoa;p__Chordata;c__Aves;o__Passeriformes;f__Nectariniidae;g__Aethopyga;s__gouldiae
NC_027242.1	d__Metazoa;p__Chordata;c__Mammalia;o__Eulipotyphla;f__Soricidae;g__Crocidura;s__orientalis
NC_027243.1	d__Metazoa;p__Chordata;c__Mammalia;o__Eulipotyphla;f__Soricidae;g__Crocidura;s__palawanensis
NC_027244.1	d__Metazoa;p__Chordata;c__Mammalia;o__Eulipotyphla;f__Soricidae;g__Crocidura;s__ninoyi
NC_027245.1	d__Metazoa;p__Chordata;c__Mammalia;o__Eulipotyphla;f__Soricidae;g__Crocidura;s__negrina
NC_027246.1	d__Metazoa;p__Chordata;c__Mammalia;o__Eulipotyphla;f__Soricidae;g__Crocidura;s__panayensis
NC_027247.1	d__Metazoa;p__Chordata;c__Mammalia;o__Eulipotyphla;f__Soricidae;g__Crocidura;s__grayi
NC_027248.1	d__Metazoa;p__Chordata;c__Mammalia;o__Eulipotyphla;f__Soricidae;g__Crocidura;s__mindorus
NC_027249.1	d__Metazoa;p__Chordata;c__Mammalia;o__Eulipotyphla;f__Soricidae;g__Crocidura;s__beata
NC_027251.1	d__Metazoa;p__Chordata;c__Aves;o__Passeriformes;f__Fringillidae;g__Emberiza;s__jankowskii
NC_027255.1	d__Metazoa;p__Chordata;c__Actinopteri;o__Cypriniformes;f__Gobionidae;g__Gnathopogon;s__imberbis
NC_027260.1	d__Metazoa;p__Chordata;c__Aves;o__Tinamiformes;f__Tinamidae;g__Tinamus;s__guttatus
NC_027261.1	d__Metazoa;p__Chordata;c__Lepidosauria;o__Squamata;f__Phrynosomatidae;g__Uta;s__stansburiana
NC_027270.1	d__Metazoa;p__Chordata;c__Actinopteri;o__Cypriniformes;f__Gobionidae;g__Gnathopogon;s__taeniellus
NC_027273.1	d__Metazoa;p__Chordata;c__Actinopteri;o__Cypriniformes;f__Leuciscidae;g__Rhynchocypris;s__oxycephalus
NC_027275.1	d__Metazoa;p__Chordata;c__Aves;o__Phaethontiformes;f__Phaethontidae;g__Phaethon;s__lepturus
NC_027277.1	d__Metazoa;p__Chordata;c__Actinopteri;o__Salmoniformes;f__Salmonidae;g__Coregonus;s__autumnalis
NC_027278.1	d__Metazoa;p__Chordata;c__Mammalia;o__Rodentia;f__Sciuridae;g__Ictidomys;s__tridecemlineatus
NC_027279.1	d__Metazoa;p__Chordata;c__Aves;o__Galliformes;f__Phasianidae;g__Tetraogallus;s__himalayensis
NC_027283.1	d__Metazoa;p__Chordata;c__Mammalia;o__Rodentia;f__Sciuridae;g__Spermophilus;s__dauricus
NC_027284.1	d__Metazoa;p__Chordata;c__Aves;o__Passeriformes;f__Prunellidae;g__Prunella;s__montanella
NC_027285.1	d__Metazoa;p__Chordata;c__Aves;o__Passeriformes;f__Fringillidae;g__Acanthis;s__flammea
NC_027289.1	d__Metazoa;p__Chordata;c__Actinopteri;o__Cichliformes;f__Cichlidae;g__Haplochromis;s__burtoni
NC_027291.1	d__Metazoa;p__Chordata;c__Actinopteri;o__Cypriniformes;f__Gastromyzontidae;g__Beaufortia;s__szechuanensis
NC_027408.1	d__Metazoa;p__Chordata;c__Actinopteri;o__Salmoniformes;f__Salmonidae;g__Thymallus;s__pallasii
NC_027409.1	d__Metazoa;p__Chordata;c__Actinopteri;o__Salmoniformes;f__Salmonidae;g__Thymallus;s__tugarinae
NC_027410.1	d__Metazoa;p__Chordata;c__Actinopteri;o__Salmoniformes;f__Salmonidae;g__Thymallus;s__yaluensis
NC_027411.1	d__Metazoa;p__Chordata;c__Actinopteri;o__Salmoniformes;f__Salmonidae;g__Thymallus;s__burejensis
NC_027412.1	d__Metazoa;p__Chordata;c__Actinopteri;o__Salmoniformes;f__Salmonidae;g__Thymallus;s__brevirostris
NC_027417.1	d__Metazoa;p__Chordata;c__Actinopteri;o__Acipenseriformes;f__Acipenseridae;g__Acipenser;s__sturio
NC_027418.1	d__Metazoa;p__Chordata;c__Mammalia;o__Rodentia;f__Cricetidae;g__Eothenomys;s__melanogaster
NC_027420.1	d__Metazoa;p__Chordata;c__Aves;o__Charadriiformes;f__Recurvirostridae;g__Recurvirostra;s__avosetta
NC_027421.1	d__Metazoa;p__Chordata;c__Amphibia;o__Caudata;f__Salamandridae;g__Tylototriton;s__taliangensis
NC_027424.1	d__Metazoa;p__Chordata;c__Mammalia;o__Diprotodontia;f__Macropodidae;g__Macropus;s__giganteus
NC_027435.1	d__Metazoa;p__Chordata;c__Actinopteri;o__Synbranchiformes;f__Mastacembelidae;g__Macrognathus;s__aculeatus
NC_027436.1	d__Metazoa;p__Chordata;c__Actinopteri;o__Gadiformes;f__Macrouridae;g__Cetonurus;s__globiceps
NC_027437.1	d__Metazoa;p__Chordata;c__Actinopteri;o__Cypriniformes;f__Acheilognathidae;g__Rhodeus;s__fangi
NC_027438.1	d__Metazoa;p__Chordata;c__Actinopteri;o__Perciformes;f__Sebastidae;g__Sebastes;s__vulpes
NC_027439.1	d__Metazoa;p__Chordata;c__Actinopteri;o__Perciformes;f__Sebastidae;g__Sebastes;s__taczanowskii
NC_027440.1	d__Metazoa;p__Chordata;c__Actinopteri;o__Perciformes;f__Sebastidae;g__Sebastes;s__hubbsi
NC_027444.1	d__Metazoa;p__Chordata;c__Actinopteri;o__Perciformes;f__Sebastidae;g__Sebastes;s__minor
NC_027445.1	d__Metazoa;p__Chordata;c__Actinopteri;o__Perciformes;f__Sebastidae;g__Sebastes;s__steindachneri
NC_027446.1	d__Metazoa;p__Chordata;c__Actinopteri;o__Perciformes;f__Sebastidae;g__Sebastes;s__trivittatus
NC_027447.1	d__Metazoa;p__Chordata;c__Actinopteri;o__Perciformes;f__Sebastidae;g__Sebastes;s__thompsoni
NC_027448.1	d__Metazoa;p__Chordata;c__Actinopteri;o__Cypriniformes;f__Cobitidae;g__Misgurnus;s__anguillicaudatus x Paramisgurnus dabryanus
NC_027449.1	d__Metazoa;p__Chordata;c__Mammalia;o__Primates;f__Cercopithecidae;g__Macaca;s__cyclopis
NC_027452.1	d__Metazoa;p__Chordata;c__Amphibia;o__Anura;f__Rhacophoridae;g__Zhangixalus;s__dennysi
NC_027453.1	d__Metazoa;p__Chordata;c__Aves;o__Apodiformes;f__Trochilidae;g__Chlorestes;s__cyanus
NC_027454.1	d__Metazoa;p__Chordata;c__Aves;o__Apodiformes;f__Trochilidae;g__Oreotrochilus;s__melanogaster
NC_027455.1	d__Metazoa;p__Chordata;c__Aves;o__Apodiformes;f__Trochilidae;g__Florisuga;s__mellivora
NC_027489.1	d__Metazoa;p__Arthropoda;c__Insecta;o__Hemiptera;f__Pentatomidae;g__Eurydema;s__gebleri
NC_027495.1	d__Metazoa;p__Chordata;c__Actinopteri;o__Cypriniformes;f__Botiidae;g__Botia;s__lohachata
NC_027496.1	d__Metazoa;p__Chordata;c__Aves;o__Charadriiformes;f__Scolopacidae;g__Calidris;s__pygmaea
NC_027498.1	d__Metazoa;p__Chordata;c__Actinopteri;o__Cypriniformes;f__Cyprinidae;g__Tor;s__tor
NC_027499.1	d__Metazoa;p__Chordata;c__Mammalia;o__Rodentia;f__Dipodidae;g__Dipus;s__sagitta
NC_027500.1	d__Metazoa;p__Chordata;c__Mammalia;o__Rodentia;f__Dipodidae;g__Euchoreutes;s__naso
NC_027501.1	d__Metazoa;p__Chordata;c__Amphibia;o__Caudata;f__Ambystomatidae;g__Ambystoma;s__bishopi
NC_027504.1	d__Metazoa;p__Chordata;c__Aves;o__Pelecaniformes;f__Threskiornithidae;g__Eudocimus;s__ruber
NC_027505.1	d__Metazoa;p__Chordata;c__Amphibia;o__Caudata;f__Salamandridae;g__Tylototriton;s__shanjing
NC_027507.1	d__Metazoa;p__Chordata;c__Amphibia;o__Caudata;f__Salamandridae;g__Tylototriton;s__wenxianensis
NC_027517.1	d__Metazoa;p__Chordata;c__Actinopteri;o__Cypriniformes;f__Nemacheilidae;g__Triplophysa;s__yarkandensis
NC_027522.1	d__Metazoa;p__Chordata;c__Actinopteri;o__Acipenseriformes;f__Acipenseridae;g__Acipenser;s__schrenckii x Huso dauricus
NC_027578.1	d__Metazoa;p__Chordata;c__Mammalia;o__Rodentia;f__Dipodidae;g__Eozapus;s__setchuanus
NC_027579.1	d__Metazoa;p__Chordata;c__Mammalia;o__Rodentia;f__Dipodidae;g__Sicista;s__concolor
NC_027582.1	d__Metazoa;p__Chordata;c__Actinopteri;o__Cyprinodontiformes;f__Cyprinodontidae;g__Orestias;s__ascotanensis
NC_027583.1	d__Metazoa;p__Chordata;c__Actinopteri;o__Gobiiformes;f__Odontobutidae;g__Odontobutis;s__interrupta
NC_027585.1	d__Metazoa;p__Chordata;c__Actinopteri;o__Euteleosteomorpha;f__Pomacanthidae;g__Holacanthus;s__africanus
NC_027586.1	d__Metazoa;p__Chordata;c__Actinopteri;o__Euteleosteomorpha;f__Pomacanthidae;g__Holacanthus;s__tricolor
NC_027587.1	d__Metazoa;p__Chordata;c__Actinopteri;o__Perciformes;f__Cottidae;g__Icelus;s__spatula
NC_027588.1	d__Metazoa;p__Chordata;c__Actinopteri;o__Perciformes;f__Stichaeidae;g__Leptoclinus;s__maculatus
NC_027592.1	d__Metazoa;p__Chordata;c__Actinopteri;o__Euteleosteomorpha;f__Pomacanthidae;g__Apolemichthys;s__griffisi
NC_027593.1	d__Metazoa;p__Chordata;c__Mammalia;o__Artiodactyla;f__Ziphiidae;g__Mesoplodon;s__ginkgodens
NC_027594.1	d__Metazoa;p__Chordata;c__Actinopteri;o__Euteleosteomorpha;f__Pomacanthidae;g__Holacanthus;s__passer
NC_027596.1	d__Metazoa;p__Chordata;c__Actinopteri;o__Euteleosteomorpha;f__Pomacanthidae;g__Genicanthus;s__semifasciatus
NC_027597.1	d__Metazoa;p__Chordata;c__Actinopteri;o__Euteleosteomorpha;f__Pomacanthidae;g__Genicanthus;s__bellus
NC_027598.1	d__Metazoa;p__Chordata;c__Actinopteri;o__Euteleosteomorpha;f__Pomacanthidae;g__Centropyge;s__venusta
NC_027599.1	d__Metazoa;p__Chordata;c__Actinopteri;o__Euteleosteomorpha;f__Pomacanthidae;g__Centropyge;s__multifasciata
NC_027604.1	d__Metazoa;p__Chordata;c__Mammalia;o__Primates;f__Cercopithecidae;g__Macaca;s__leonina
NC_027605.1	d__Metazoa;p__Chordata;c__Lepidosauria;o__Squamata;f__Colubridae;g__Elaphe;s__schrenckii
NC_027606.1	d__Metazoa;p__Chordata;c__Aves;o__Strigiformes;f__Strigidae;g__Asio;s__flammeus
NC_027608.1	d__Metazoa;p__Arthropoda;c__Malacostraca;o__Decapoda;f__Nephropidae;g__Metanephrops;s__thomsoni
NC_027617.1	d__Metazoa;p__Chordata;c__Actinopteri;o__Cypriniformes;f__Cyprinidae;g__Tor;s__khudree
NC_027651.1	d__Metazoa;p__Chordata;c__Actinopteri;o__Euteleosteomorpha;f__Pomacanthidae;g__Centropyge;s__multicolor
NC_027652.1	d__Metazoa;p__Chordata;c__Actinopteri;o__Euteleosteomorpha;f__Pomacanthidae;g__Centropyge;s__joculator
NC_027654.1	d__Metazoa;p__Chordata;c__Actinopteri;o__Aulopiformes;f__Chlorophthalmidae;g__Chlorophthalmus;s__nigromarginatus
NC_027657.1	d__Metazoa;p__Chordata;c__Aves;o__Passeriformes;f__Leiothrichidae;g__Ianthocincla;s__ocellata
NC_027658.1	d__Metazoa;p__Chordata;c__Mammalia;o__Primates;f__Cebidae;g__Callithrix;s__kuhlii
NC_027663.1	d__Metazoa;p__Chordata;c__Actinopteri;o__Cypriniformes;f__Cobitidae;g__Cobitis;s__biwae
NC_027671.1	d__Metazoa;p__Chordata;c__Amphibia;o__Anura;f__Ceratobatrachidae;g__Cornufer;s__vitianus
NC_027684.1	d__Metazoa;p__Chordata;c__Mammalia;o__Rodentia;f__Muridae;g__Meriones;s__meridianus
NC_027686.1	d__Metazoa;p__Chordata;c__Amphibia;o__Anura;f__Bufonidae;g__Bufo;s__stejnegeri
NC_027692.1	d__Metazoa;p__Chordata;c__Mammalia;o__Rodentia;f__Dipodidae;g__Stylodipus;s__telum
NC_027731.1	d__Metazoa;p__Chordata;c__Aves;o__Passeriformes;f__Passerellidae;g__Arremon;s__aurantiirostris
NC_027733.1	d__Metazoa;p__Chordata;c__Actinopteri;o__Ephippiformes;f__Ephippidae;g__Ephippus;s__orbis
